Word,POS Tag,Frequency
sehat,ADJ,35596
bpjs,NOUN,22373
serta,CONJ,18830
kerja,NOUN,13305
jamin,PROPN,10102
layan,NOUN,9014
kelas,NOUN,8511
program,NOUN,7840
rp,PROPN,7625
perintah,NOUN,7228
rumah,NOUN,6537
ketenagakerjaan,NOUN,6403
bayar,NOUN,6032
masyarakat,NOUN,5888
iur,NOUN,5353
data,NOUN,4667
bpjs,PROPN,4656
menteri,NOUN,4655
tingkat,NOUN,4598
atur,NOUN,4378
nomor,NOUN,4283
manfaat,NOUN,4263
bantu,NOUN,4175
biaya,NOUN,4118
daftar,NOUN,4070
sakit,NOUN,4006
indonesia,PROPN,3984
milik,NOUN,3646
sakit,ADJ,3553
orang,NOUN,3538
fasilitas,NOUN,3502
jkn,NOUN,3492
persen,NOUN,3425
rawat,NOUN,3417
iur,NUM,3305
usaha,NOUN,3175
layan,NUM,3104
upah,NOUN,2959
jakarta,PROPN,2933
dana,NOUN,2909
standar,ADJ,2879
nasional,ADJ,2799
tanggung,NOUN,2775
uang,NOUN,2755
sosial,NOUN,2729
sesuai,ADP,2696
bpjs,NUM,2674
terima,VERB,2668
indonesia,NOUN,2642
kris,PROPN,2557
laku,NOUN,2554
pasien,NOUN,2527
klaim,NOUN,2505
ruang,NOUN,2484
obat,NOUN,2441
presiden,NOUN,2414
juta,NUM,2352
sistem,NOUN,2310
hasil,NOUN,2305
jalan,NOUN,2297
kait,NOUN,2268
akses,NOUN,2172
juta,NOUN,2156
kartu,NOUN,2123
inap,ADJ,2113
badan,NOUN,2101
terap,NOUN,2088
informasi,NOUN,2069
direktur,NOUN,2060
aplikasi,NOUN,2050
salah,DET,2044
negara,NOUN,2031
cnbc,PROPN,1990
sosial,ADJ,1957
triliun,NOUN,1955
rs,PROPN,1924
besar,ADJ,1919
dokter,NOUN,1904
butuh,VERB,1872
penuh,ADJ,1837
mudah,ADJ,1837
proses,NOUN,1835
to,PROPN,1833
utama,ADJ,1829
selenggara,NOUN,1810
lindung,NOUN,1759
gaji,NOUN,1752
with,PROPN,1743
aktif,ADJ,1740
continue,NOUN,1738
syarat,NOUN,1738
layan,PROPN,1721
naik,VERB,1721
jkn,NUM,1717
tentu,ADV,1713
tarif,NOUN,1689
operasi,NOUN,1669
daerah,NOUN,1657
capai,NOUN,1651
tahap,NOUN,1644
kantor,NOUN,1634
anggota,NOUN,1581
masuk,VERB,1576
gigi,NOUN,1542
ribu,NOUN,1535
upaya,NOUN,1532
subsidi,NOUN,1527
nilai,NOUN,1513
scroll,PROPN,1497
laksana,NOUN,1462
keluarga,NOUN,1453
celaka,NOUN,1448
terima,NOUN,1428
wajib,NOUN,1418
tahun,NOUN,1413
asuransi,NOUN,1389
kota,NOUN,1366
pbi,PROPN,1361
pasal,NOUN,1352
tetap,ADV,1335
tidur,NOUN,1316
total,NOUN,1315
tugas,NOUN,1311
hubung,NOUN,1299
ghufron,NOUN,1290
awat,NOUN,1289
ikut,VERB,1270
kondisi,NOUN,1266
langsung,ADJ,1249
sakit,VERB,1202
ekonomi,NOUN,1195
pandemi,NOUN,1190
dasar,NOUN,1180
jknkis,NOUN,1170
bangun,NOUN,1157
mobile,NOUN,1138
cabang,NOUN,1131
surat,NOUN,1131
rencana,NOUN,1130
tangan,NOUN,1125
mandiri,ADJ,1121
hadir,VERB,1118
pilih,NOUN,1114
budi,NOUN,1112
status,NOUN,1108
tenaga,NOUN,1101
pres,NOUN,1101
kriteria,NOUN,1090
sebut,VERB,1089
kabupaten,NOUN,1080
bijak,NOUN,1078
cepat,ADJ,1077
tindak,NOUN,1076
vaksin,NOUN,1073
kepala,NOUN,1064
jenis,NOUN,1063
dasar,ADJ,1062
warga,NOUN,1060
publik,NOUN,1058
beri,VERB,1052
dpr,PROPN,1051
turut,ADV,1046
periksa,NOUN,1043
cnn,PROPN,1040
online,ADJ,1039
coba,NOUN,1036
akibat,NOUN,1032
anak,NOUN,1028
hak,NOUN,1026
swasta,ADJ,1026
bank,NOUN,1023
salur,NOUN,1020
dapat,ADV,1019
investasi,NOUN,1011
putus,NOUN,1009
dewan,NOUN,1008
sedia,NOUN,996
resmi,ADJ,994
uji,NOUN,988
content,PROPN,987
kali,NOUN,986
iur,PROPN,985
risiko,NOUN,980
tinggal,VERB,976
ubah,NOUN,971
komisi,NOUN,967
turun,VERB,966
implementasi,NOUN,961
lanjut,ADJ,956
harga,NOUN,953
dampak,NOUN,952
rujuk,VERB,948
sesuai,ADJ,939
terang,NOUN,931
kualitas,NOUN,930
lengkap,ADJ,927
cair,ADJ,927
maksimal,ADJ,924
wilayah,NOUN,919
selain,ADP,918
jadi,VERB,911
lembaga,NOUN,911
ketua,NOUN,899
ketenagakerjaan,PROPN,893
ali,NOUN,892
kelola,NOUN,892
jht,NOUN,892
batas,NOUN,891
terima,ADV,890
usia,NOUN,885
medis,NOUN,883
phk,NOUN,878
ri,PROPN,871
jokowi,PROPN,866
anggar,NOUN,865
buka,NOUN,863
khusus,ADJ,862
ia,PRON,861
dalam,ADP,858
namun,CONJ,858
selesai,VERB,857
rekening,NOUN,855
oleh,ADP,852
negeri,NOUN,847
pusat,NOUN,845
digital,ADJ,840
selasa,NOUN,839
bentuk,NOUN,831
hitung,NOUN,829
vaksinasi,NOUN,826
bidang,NOUN,824
buruh,NOUN,817
mukti,PROPN,806
advertisement,NOUN,801
harap,X,797
target,NOUN,796
kurang,ADV,794
sementara,CONJ,791
awas,NOUN,790
ida,PROPN,789
administrasi,NOUN,788
kena,NOUN,786
advertisement,PROPN,781
sebab,CONJ,779
pensiun,NOUN,776
beban,NOUN,764
bagi,ADP,762
miliar,NOUN,761
content,NOUN,758
untuk,ADP,757
komitmen,NOUN,756
sektor,NOUN,756
catat,NOUN,754
aku,PRON,734
satu,DET,733
kamar,NOUN,728
ya,X,721
duduk,VERB,720
kuat,ADJ,719
angka,NOUN,717
rapat,NOUN,708
inovasi,NOUN,707
bp,PROPN,696
faskes,NOUN,693
dunia,NOUN,693
hal,NOUN,690
kab,PROPN,688
darah,NOUN,686
alami,ADJ,686
jaga,NOUN,686
isi,NOUN,685
tulis,VERB,683
harap,NOUN,680
iii,PROPN,679
desa,NOUN,676
pegawai,NOUN,672
tiga,NUM,669
ix,PROPN,668
verifikasi,NOUN,667
ubah,VERB,665
guna,ADP,664
calon,NOUN,662
karyawan,NOUN,659
dorong,NOUN,656
lapor,NOUN,645
kamis,NOUN,645
wakil,NOUN,643
temu,NOUN,641
puskesmas,NOUN,640
miskin,ADJ,639
hapus,VERB,638
cek,NOUN,635
kelompok,NOUN,630
covid,NOUN,626
hukum,NOUN,625
dengan,ADP,625
baik,ADP,622
langsung,ADV,621
kategori,NOUN,620
provinsi,NOUN,619
denda,NOUN,617
kanker,NOUN,612
kutip,NOUN,610
pbpu,NOUN,610
teknologi,NOUN,609
lahir,VERB,604
minimal,ADJ,604
tunggak,NOUN,600
tunai,NOUN,600
tambah,VERB,596
dukung,NOUN,592
bukti,NOUN,590
lambat,ADJ,589
blt,NOUN,587
aman,ADJ,587
jamsostek,PROPN,586
rabu,NOUN,586
rasa,NOUN,582
tuju,VERB,581
non,ADJ,581
januari,NOUN,581
hilang,VERB,579
nama,NOUN,576
sisi,NOUN,574
beda,ADJ,572
center,PROPN,567
jiwa,NOUN,565
sempat,ADV,561
skema,NOUN,561
jkn,PROPN,561
sejahtera,NOUN,560
juli,NOUN,560
gambasvideo,NOUN,558
widodo,PROPN,557
pres,PROPN,556
joko,PROPN,553
ganti,NOUN,552
beli,NOUN,550
kelola,VERB,549
defisit,NOUN,543
luas,NOUN,542
tambah,NOUN,540
alat,NOUN,540
nik,PROPN,537
langkah,NOUN,536
ghufron,PROPN,534
polri,PROPN,532
nyata,ADJ,531
apresiasi,NOUN,531
video,NOUN,529
tunggu,NOUN,529
jantung,NOUN,528
indikasi,NOUN,524
tanggal,NOUN,523
koordinasi,NOUN,522
inap,NOUN,519
jkp,NOUN,518
keluar,VERB,517
evaluasi,NOUN,517
anda,PRON,514
kami,PRON,512
mutu,NOUN,509
bsu,NOUN,508
ayat,NOUN,507
potensi,NOUN,507
baik,ADJ,503
cegah,NOUN,501
ada,VERB,501
di,ADP,500
tata,NOUN,498
dokumen,NOUN,495
uu,NOUN,495
komunikasi,NOUN,494
terbit,VERB,493
awat,NUM,492
media,NOUN,492
senin,NOUN,488
prosedur,NOUN,487
ini,DET,487
kembang,PROPN,486
tim,NOUN,486
standar,NOUN,485
kembang,NOUN,484
regulasi,NOUN,482
cara,NOUN,481
aju,NOUN,480
akun,NOUN,473
udara,NOUN,472
daya,NOUN,472
dukung,VERB,469
rakyat,NOUN,468
serah,NOUN,466
sumber,NOUN,465
beri,NOUN,463
sulit,ADJ,462
pasar,NOUN,462
korban,NOUN,461
gunadi,PROPN,459
harap,PROPN,456
triliun,NUM,453
bulan,NOUN,453
siap,VERB,449
selenggara,NUM,449
duduk,NOUN,449
enam,NUM,448
ii,NOUN,447
lebih,ADV,447
tekan,NOUN,446
anggoro,PROPN,446
foto,NOUN,446
tumbuh,VERB,443
saham,NOUN,442
pada,ADP,442
kemudian,ADV,441
hari,NOUN,441
capai,VERB,440
penting,ADJ,438
urus,NOUN,437
ambil,NOUN,435
sedia,VERB,435
deputi,NOUN,434
banding,NOUN,433
barat,NOUN,431
tahan,ADJ,430
saldo,NOUN,430
ahli,NOUN,430
rugi,NOUN,429
janji,NOUN,428
darurat,ADJ,427
rujuk,NOUN,427
tua,ADJ,426
ghufron,NUM,425
mandi,NOUN,425
jam,NOUN,424
peran,NOUN,423
sadikin,PROPN,422
kirim,NOUN,418
tua,PROPN,418
wujud,NOUN,415
segmen,NOUN,413
manajemen,NOUN,412
tagih,NOUN,409
whatsapp,NOUN,408
baru,ADJ,407
prinsip,NOUN,407
fktp,NOUN,405
berat,ADJ,405
covid,NUM,405
salin,NOUN,404
klinik,NOUN,402
optimal,NOUN,401
djsn,NOUN,400
bawa,NOUN,400
industri,NOUN,400
fitur,NOUN,399
medis,ADJ,396
ktp,PROPN,396
fktp,NUM,395
konsultasi,NOUN,393
baca,NOUN,393
minggu,NOUN,392
pt,PROPN,392
care,NOUN,389
rsud,PROPN,389
jika,CONJ,388
buat,ADP,387
direksi,VERB,387
santun,ADJ,385
ganggu,NOUN,384
sifat,NOUN,383
timbang,NOUN,382
integrasi,NOUN,382
muka,NOUN,382
kasih,NOUN,379
jumat,NOUN,379
kontribusi,NOUN,379
belum,ADV,376
dinas,NOUN,374
selatan,NOUN,373
ginjal,NOUN,371
klik,NOUN,371
corona,PROPN,369
didik,NOUN,368
operasional,ADJ,368
pakai,NOUN,368
antre,NOUN,368
ganti,VERB,368
situs,NOUN,368
aset,NOUN,368
sehat,VERB,368
kpk,PROPN,367
gantung,NOUN,367
cipta,NOUN,365
terang,ADJ,365
bahas,NOUN,365
senin,PROPN,363
tni,PROPN,362
henti,NOUN,360
formal,ADJ,359
kolaborasi,NOUN,359
contoh,NOUN,359
latih,NOUN,358
lalu,CONJ,358
sisa,NOUN,357
kemenkes,NOUN,357
acara,NOUN,357
sosialisasi,NOUN,356
layan,VERB,355
tabung,NOUN,355
ppu,NOUN,354
sinergi,NOUN,354
kalau,CONJ,352
mudik,NOUN,352
tutup,NOUN,351
pers,NOUN,349
nggak,NOUN,348
pindah,VERB,347
curang,NOUN,347
alami,VERB,345
jasa,NOUN,345
pt,NOUN,343
bumn,PROPN,343
tuang,NOUN,342
rangka,NOUN,342
pajak,NOUN,341
korupsi,NOUN,334
infeksi,NOUN,332
djsn,NUM,331
apbn,PROPN,331
arah,NOUN,330
tanah,NOUN,330
telah,ADV,330
transaksi,NOUN,329
tunggak,PROPN,328
kendala,NOUN,327
lanjut,NOUN,327
tanda,NOUN,326
tara,NOUN,326
iqbal,PROPN,325
periode,NOUN,325
muncul,VERB,325
fokus,NOUN,325
september,NOUN,323
temu,PROPN,322
umum,ADJ,322
cair,NOUN,321
atas,ADP,320
alokasi,NOUN,320
desember,NOUN,320
pasti,ADJ,319
pribadi,ADJ,319
prioritas,NOUN,319
tengah,ADJ,319
mata,NOUN,318
saya,PRON,317
harap,VERB,317
pandawa,NOUN,316
gagal,VERB,316
cari,NOUN,316
rendah,ADJ,314
realisasi,NOUN,314
jkp,NUM,314
sambung,NOUN,313
kapasitas,NOUN,313
i,NOUN,312
timur,NOUN,312
manusia,NOUN,311
ubah,DET,311
transformasi,NOUN,311
nadia,PROPN,310
alam,NOUN,310
jangka,NOUN,309
papar,NOUN,308
masalah,NOUN,306
bpjamsostek,NOUN,306
kis,PROPN,305
mulyani,PROPN,305
kendali,NOUN,305
instruksi,NOUN,305
giat,VERB,304
paham,NOUN,303
jkk,NOUN,303
gambasvideo,PROPN,303
jual,NOUN,302
juni,NOUN,302
catat,VERB,301
virus,NOUN,300
edukasi,NOUN,299
keras,ADJ,299
no,PROPN,298
positif,ADJ,298
tempat,NOUN,297
mampu,ADV,296
konsumsi,NOUN,295
health,NOUN,295
fraud,NOUN,294
karena,CONJ,294
kanal,NOUN,294
obat,VERB,294
bilang,VERB,293
jknkis,NUM,292
bas,NOUN,292
belanja,NOUN,291
prof,PROPN,291
waris,NOUN,290
luncur,NOUN,290
cakup,NOUN,290
alami,NOUN,288
adil,ADJ,288
gerak,NOUN,288
menkes,PROPN,288
berita,NOUN,288
spesialis,NOUN,287
dengar,NOUN,287
tarik,NOUN,286
jht,PROPN,285
kacamata,NOUN,285
humas,PROPN,285
lintas,NOUN,283
butuh,NOUN,282
bri,PROPN,282
untung,NOUN,282
jawa,PROPN,282
pasang,NOUN,281
nila,NOUN,280
tidak,X,279
jenderal,NOUN,278
pulih,VERB,278
dua,NUM,277
potong,NOUN,277
jangkau,NOUN,277
sebar,NOUN,277
kaji,NOUN,276
lihat,VERB,276
informal,ADJ,276
pidana,NOUN,275
tunggal,ADJ,275
ri,NOUN,275
derita,NOUN,275
utara,NOUN,275
revisi,NOUN,275
susun,NOUN,274
pertama,NUM,274
umkm,PROPN,274
ribu,NUM,273
izin,NOUN,273
empat,NUM,273
kaya,ADJ,272
pesan,NOUN,272
perintah,PROPN,270
konferensi,NOUN,270
tuju,NOUN,269
jarak,NOUN,269
beda,VERB,269
duga,NOUN,268
moga,NOUN,267
cahaya,NOUN,267
koordinator,NOUN,267
cuci,NOUN,266
dr,PROPN,265
gotong,NOUN,265
bayi,NOUN,264
sehat,PROPN,263
gratis,ADJ,263
efektif,ADJ,263
adu,NOUN,262
dari,ADP,262
royong,NOUN,262
layak,ADJ,262
bsu,NUM,262
fungsi,NOUN,262
terap,PROPN,261
polisi,NOUN,261
aspek,NOUN,261
pimpin,NOUN,260
iii,NOUN,259
agustus,NOUN,258
fauziyah,PROPN,257
putus,PROPN,257
bagus,ADJ,256
duga,VERB,256
asal,ADP,255
minimum,NOUN,255
hamil,NOUN,254
pakai,VERB,254
dia,PRON,254
mang,NOUN,254
kunjung,ADV,252
rsup,PROPN,251
mohon,ADV,250
aju,NUM,250
sipil,ADJ,250
medan,NOUN,250
asosiasi,NOUN,248
kontak,NOUN,248
jp,PROPN,248
optimalisasi,NOUN,248
diabetes,NOUN,248
jumat,PROPN,246
selenggara,PROPN,245
bayar,PROPN,245
scroll,NOUN,245
ia,PROPN,245
jht,NUM,244
organisasi,NOUN,244
ekosistem,NOUN,244
hadap,NOUN,243
saran,NOUN,243
usul,NOUN,243
sabtu,NOUN,241
sarana,NOUN,241
perban,NOUN,241
kemenkes,PROPN,241
libat,NOUN,240
asih,PROPN,240
pulau,NOUN,240
tolak,NOUN,240
rutin,ADJ,240
mekanisme,NOUN,240
mati,NOUN,239
meter,NOUN,238
hidup,ADJ,238
laman,NOUN,238
buku,NOUN,238
rabu,PROPN,238
kemarin,NOUN,237
arti,NOUN,237
bpjs,VERB,236
jabat,NOUN,236
kredit,NOUN,236
pengaruh,NOUN,236
riwayat,NOUN,235
acu,NOUN,235
inpres,PROPN,234
terima,ADJ,234
solusi,NOUN,232
bahan,NOUN,231
rekomendasi,NOUN,231
level,NOUN,231
serikat,NOUN,230
itu,DET,230
sedang,ADV,229
blt,NUM,229
pmk,PROPN,229
jawa,NOUN,228
perhati,NOUN,228
tunjang,NOUN,228
jakarta,NOUN,227
guru,NOUN,226
konsep,NOUN,226
sembuh,VERB,225
amanat,NOUN,224
asn,PROPN,224
bicara,NOUN,224
email,NOUN,224
jaksa,NOUN,224
terang,PROPN,223
coverage,NOUN,223
dekat,ADP,222
anggap,VERB,222
universitas,NOUN,221
pbpu,NUM,220
bisnis,NOUN,220
air,NOUN,219
strategis,ADJ,219
dekat,ADJ,219
samping,NOUN,218
mohon,NOUN,218
istri,NOUN,218
faskes,NUM,218
ulang,NOUN,218
pp,PROPN,218
lapor,VERB,217
ali,PROPN,217
cerita,NOUN,217
produk,NOUN,214
lux,NOUN,214
republik,NOUN,213
uhc,NOUN,212
daring,ADJ,212
selisih,NOUN,212
bocor,NOUN,212
pungkas,NUM,212
tangga,NOUN,211
cakup,NUM,211
lokasi,NOUN,210
transfer,NOUN,210
timbul,VERB,210
rincian,NOUN,210
utang,NOUN,210
nyaman,ADJ,209
meski,CONJ,209
alih,NOUN,209
panjang,ADJ,209
jmo,NOUN,208
tunggak,VERB,208
anggoro,NOUN,208
praktik,NOUN,208
tapi,CONJ,207
gelar,NOUN,207
stroke,NOUN,207
rentan,ADJ,207
menu,NOUN,207
tantang,NOUN,206
cedera,NOUN,206
induk,NOUN,206
posisi,NOUN,206
kait,PROPN,206
ringan,ADJ,206
lingkung,PROPN,206
registrasi,NOUN,205
ambil,VERB,205
dante,PROPN,205
diskusi,NOUN,205
pedoman,NOUN,205
airlangga,PROPN,205
lantas,CONJ,205
preventif,NOUN,205
unsur,NOUN,204
mei,NOUN,204
patuh,NOUN,203
konfirmasi,NOUN,203
juni,PROPN,202
iur,VERB,202
sama,ADJ,201
bedah,NOUN,201
oktober,NOUN,201
tak,X,200
puas,ADJ,200
dagang,NOUN,200
percaya,VERB,200
unduh,NOUN,199
strategi,NOUN,199
jelas,ADJ,198
gedung,NOUN,198
beber,NOUN,198
fotokopi,NOUN,198
tinggi,ADJ,197
tidur,VERB,197
padat,ADJ,197
budaya,NOUN,197
diagnosis,NOUN,196
teknis,ADJ,196
universal,NOUN,196
cahyo,PROPN,196
kode,NOUN,196
skrining,NOUN,196
call,PROPN,195
ecek,NUM,195
pantau,NOUN,195
audit,NOUN,195
ajar,NOUN,194
bukan,X,193
cabut,NOUN,193
mahal,ADJ,193
bsu,PROPN,192
imbuh,NOUN,192
banyak,ADV,192
digitalisasi,NOUN,192
kumpul,NOUN,192
indeks,NOUN,191
bersih,ADJ,190
arif,NOUN,190
agus,PROPN,189
rutin,NOUN,189
sri,NOUN,189
validasi,NOUN,189
tagih,NUM,188
nonaktif,NOUN,188
otomatis,ADJ,187
khawatir,VERB,187
alas,PROPN,187
bebas,ADJ,187
mulut,NOUN,186
tampil,VERB,186
oksigen,NOUN,185
identitas,NOUN,185
siti,PROPN,185
tani,NOUN,185
jkm,PROPN,185
dosis,NOUN,185
sumatera,PROPN,184
pos,NOUN,184
sim,NOUN,184
deteksi,NOUN,184
batal,NOUN,184
tubuh,NOUN,183
permenaker,PROPN,183
asisten,NOUN,183
nominal,NOUN,183
pilih,VERB,182
suhu,NOUN,182
gratis,NOUN,181
giat,ADJ,181
jatuh,VERB,181
makan,NOUN,181
sampel,NOUN,181
tukar,NOUN,180
detikcom,NOUN,180
aktivitas,NOUN,180
sms,NOUN,180
pmi,PROPN,180
mitra,NOUN,180
premi,NOUN,180
bni,PROPN,180
mati,PROPN,179
rokok,NOUN,179
kalang,NOUN,179
depan,ADJ,178
agam,NOUN,178
djsn,PROPN,178
luas,ADJ,177
nanti,ADV,177
infrastruktur,NOUN,177
jadwal,NOUN,176
persero,PROPN,176
giat,NOUN,176
harus,ADV,176
edwin,PROPN,176
caesar,NOUN,176
telepon,NOUN,175
depan,NOUN,175
alternatif,ADJ,175
staf,NOUN,175
ppu,NUM,174
mitra,PROPN,174
peduli,VERB,174
minta,NOUN,174
tahu,VERB,174
diri,NOUN,173
store,NOUN,173
insentif,NOUN,173
jabat,VERB,173
jumlah,NOUN,173
ecek,NOUN,172
rupiah,NOUN,172
aceh,PROPN,172
maret,NOUN,172
apbd,PROPN,172
iring,NOUN,171
modal,ADJ,171
bpjamsostek,PROPN,170
paham,VERB,170
apa,NOUN,170
bpjamsostek,NUM,170
edar,NOUN,169
undang,NOUN,169
komponen,NOUN,169
unit,NOUN,169
beasiswa,NOUN,169
sangkut,NOUN,168
pokok,NOUN,168
zainudin,PROPN,168
faktor,NOUN,168
prasarana,NOUN,167
signifikan,ADJ,167
tbk,PROPN,167
protokol,NOUN,167
dki,PROPN,167
padu,NOUN,166
hidup,NOUN,166
profesi,NOUN,166
mikro,ADJ,164
sederhana,ADJ,164
semangat,NOUN,164
ajak,NOUN,164
tawar,NOUN,163
ukur,NOUN,163
nikmat,NOUN,163
pns,NOUN,163
tipe,NOUN,162
normal,ADJ,162
khawatir,ADJ,162
plafon,NOUN,161
gawat,NOUN,161
cemas,VERB,161
listrik,NOUN,160
kerjasama,NOUN,159
muat,NOUN,159
mobile,PROPN,159
sanksi,NOUN,159
sri,PROPN,159
bpkp,PROPN,159
suami,NOUN,159
akibat,CONJ,159
tambah,ADV,159
kontrak,NOUN,158
kemnaker,PROPN,158
eko,PROPN,158
instansi,NOUN,157
simpan,NOUN,157
sepakat,VERB,157
kabar,NOUN,157
pensiun,VERB,157
sekretaris,NOUN,157
a,NOUN,157
sdm,PROPN,156
distribusi,NOUN,156
bandung,PROPN,156
antre,NUM,156
kutip,VERB,156
formulir,NOUN,156
paket,NOUN,156
mati,ADJ,156
gubernur,NOUN,155
and,CONJ,155
juli,PROPN,154
cacat,NOUN,154
lepas,NOUN,153
murah,ADJ,153
imbuh,NUM,153
lapang,NOUN,153
alas,NOUN,153
survei,NOUN,153
cetak,NOUN,153
ruu,PROPN,152
bansos,NOUN,152
nasabah,NOUN,152
otoritas,NOUN,152
kelamin,NOUN,152
kendati,NOUN,152
rinciannya,NOUN,151
gelombang,NOUN,151
pungkas,NOUN,151
lunas,NOUN,151
nasionalkartu,NOUN,151
februari,NOUN,151
golong,NOUN,151
arus,NOUN,151
ventilasi,NOUN,151
saat,ADP,151
global,ADJ,151
scaling,NOUN,151
bbm,PROPN,151
artikel,NOUN,151
eka,PROPN,150
internasional,ADJ,150
berkas,NOUN,150
porositas,NOUN,150
institusi,NOUN,150
diskriminasi,NOUN,149
keluh,NOUN,149
kontrol,NOUN,149
agen,NOUN,149
pinjam,NOUN,148
apabila,CONJ,148
putri,NOUN,148
lurah,PROPN,148
kalimantan,PROPN,148
syariah,PROPN,148
pekan,NOUN,148
perlu,ADV,147
adapun,VERB,147
pers,ADJ,147
otak,NOUN,146
jaring,NOUN,146
isu,NOUN,146
alias,NOUN,146
simak,NOUN,146
maju,VERB,146
chika,PROPN,146
angkat,NOUN,145
advertisement,NUM,145
gejala,NOUN,145
kronis,NOUN,145
sulawesi,PROPN,145
permenaker,NUM,144
produksi,NOUN,144
palsu,NOUN,144
booster,NOUN,144
liput,NOUN,144
dr,DET,144
resep,NOUN,143
bijak,ADJ,143
gratis,VERB,143
achmad,PROPN,143
seleksi,NOUN,143
era,NOUN,143
hidup,VERB,143
ratus,NOUN,143
nurse,PROPN,143
ingat,VERB,142
area,NOUN,142
hipertensi,NOUN,142
mahkamah,NOUN,142
suara,NOUN,142
dok,NOUN,142
promotif,NOUN,141
asli,ADJ,141
hospital,PROPN,141
andal,VERB,141
loss,NOUN,141
syukur,NOUN,141
of,PROPN,141
barang,NOUN,141
sehingga,CONJ,140
derajat,NOUN,140
jknkis,PROPN,140
mana,NOUN,140
tujuh,NUM,140
katastropik,NOUN,139
ii,PROPN,139
situasi,NOUN,139
djs,NOUN,139
kemenkes,NUM,139
tepi,NOUN,139
olahraga,NOUN,139
serius,ADJ,138
tekan,VERB,138
singkat,ADJ,138
tatap,NOUN,138
sadar,VERB,138
nya,NOUN,138
indonesia,ADJ,138
aksi,NOUN,138
pasti,ADV,138
semarang,PROPN,138
halaman,NOUN,137
anwar,PROPN,137
kunjung,VERB,137
teliti,ADJ,137
terima,PROPN,137
cakup,PROPN,136
dirut,PROPN,136
sempurna,ADJ,136
mayoritas,NOUN,136
pungkas,PROPN,136
terapi,NOUN,136
makassar,PROPN,135
gambasvideo,NUM,134
saksi,NOUN,134
security,NOUN,134
tempel,NOUN,133
issa,PROPN,133
pasca,ADP,133
stakeholder,NOUN,133
rata,ADJ,133
unggah,NOUN,133
pratama,PROPN,133
surplus,NOUN,132
bunga,NOUN,132
alamat,NOUN,132
agung,PROPN,132
minimal,NOUN,132
sayang,NOUN,131
fiskal,NOUN,131
libur,NOUN,131
kas,NOUN,131
panggil,NOUN,131
award,NOUN,131
didik,VERB,130
finansial,NOUN,130
patuh,VERB,130
sorot,NOUN,130
rizzky,NOUN,130
aksesibilitas,NOUN,129
tahan,VERB,129
wenang,NOUN,129
monitoring,NOUN,129
ma,NOUN,129
pandang,NOUN,128
pola,NOUN,128
poin,NOUN,128
terang,VERB,128
tunda,NOUN,128
pen,NOUN,127
internal,ADJ,127
gabung,NOUN,127
gabung,VERB,127
muda,ADJ,127
masingmasing,NOUN,127
portal,NOUN,127
ma,PROPN,127
b,NOUN,126
kecuali,ADV,126
tradisional,ADJ,126
sang,DET,126
kamis,PROPN,126
kompetensi,NOUN,126
lebaran,NOUN,126
sukses,ADJ,126
mereka,PRON,125
on,PROPN,125
awat,PROPN,125
covid,PROPN,125
pikir,VERB,125
bogor,PROPN,124
honorer,NOUN,124
tapera,NOUN,124
selamat,ADJ,124
bahaya,NOUN,124
padahal,ADV,123
anas,PROPN,123
aju,PROPN,123
april,NOUN,123
lansia,NOUN,123
bina,NOUN,123
forum,NOUN,122
outlet,NOUN,122
penandatanganan,NOUN,122
whatsapp,PROPN,122
reksa,NOUN,122
peluang,NOUN,122
hubung,PROPN,122
bal,PROPN,122
kenal,VERB,122
wacana,NOUN,122
investor,NOUN,122
pp,NOUN,122
saat,NOUN,122
antisipasi,NOUN,121
nakes,NOUN,121
anugerah,NOUN,121
asing,ADJ,121
lantar,NOUN,121
camat,PROPN,121
kecuali,ADP,121
sakit,PROPN,121
kita,PRON,121
simulasi,NOUN,120
produktif,NOUN,120
biro,NOUN,120
login,NOUN,120
tolong,NOUN,120
tular,NOUN,119
golong,NUM,119
erick,PROPN,119
gera,PROPN,119
kotak,NOUN,119
cukai,NOUN,119
wawancara,NOUN,118
laksana,VERB,118
sasar,NOUN,118
kala,NOUN,118
jalin,NOUN,118
pulang,VERB,118
masingmasing,NUM,118
jajar,NOUN,117
kisar,PROPN,117
sadar,ADJ,117
informal,NOUN,117
rel,NOUN,117
indra,NOUN,117
sidik,NOUN,117
faskes,PROPN,117
ppkm,NOUN,117
opsi,NOUN,116
group,NOUN,116
migran,NOUN,116
cukup,ADV,116
kantong,NOUN,116
cegah,NUM,116
pemkab,PROPN,116
tantang,PROPN,116
anggar,ADJ,116
karya,NOUN,116
gambas,NOUN,115
lewat,ADP,115
makan,VERB,115
tuang,PROPN,115
awan,NOUN,115
ihsg,PROPN,115
protesa,NOUN,115
instrumen,NOUN,115
diagnosa,NOUN,115
kembali,VERB,114
bencana,NOUN,114
salur,NUM,114
benam,NOUN,114
maksimal,NOUN,114
rintis,NOUN,114
bank,PROPN,114
jkp,PROPN,114
titik,NOUN,113
struktur,NOUN,113
merdeka,NOUN,113
benar,ADJ,113
kuartal,NOUN,113
undur,PROPN,113
david,PROPN,113
hati,NOUN,113
picu,NOUN,113
yang,PRON,112
sampai,ADP,112
rancang,NOUN,112
tema,NOUN,112
dirjen,PROPN,112
efisien,ADJ,112
